winding_speed_rpm,wire_tension_N,wire_diameter_mm,num_turns,slot_width_mm,slot_depth_mm,insulation_thickness_mm,winding_temperature_C,spindle_torque_Nm,back_tension_N,tension_mean_N,tension_std_N,tension_peak_N,tension_slope_start,tension_area_Nmm,power_mean_W,power_std_W,power_peak_W,power_rms_W,power_energy_J,temp_max_C,temp_gradient_C_per_turn,temp_time_above_60s,tension_variability_ratio,tension_dynamic_range,power_per_turn_W,power_instability_idx,thermal_stress_idx,slot_density_idx,mech_load_idx,speed_tension_product,back_tension_ratio,log_power_per_turn_W,log_tension_variability_ratio,log_back_tension_ratio,log_tension_slope_start,log_slot_density_idx,log_power_std_W,log_tension_area_Nmm,log_temp_time_above_60s,log_thermal_stress_idx,material_Aluminum,material_Composite,material_Steel,slot_fill_factor_pct,winding_resistance_mOhm,insulation_integrity_score,process_stability_index,insulation_failure
212.4,17.27,0.5,76,3.3,15.11,0.056,25.5,3.237,3.07,16.46,0.472,17.572,10.8971,533.27,71.99,6.338,81.54,75.31,1545.86,31.7,0.0803,0.0,0.028675575414606594,1.1119999999999983,0.9472368296416206,0.08804000433337959,2.5455099999999997,0.2992712994661416,55.90299,3668.148,0.17776489995570932,0.6664113572267442,0.02827212571618066,0.163618489722156,2.4762946729394364,0.26180356843464614,1.9930663259330903,6.280901329156024,0.0,1.2656820142345973,0,0,1,28.44,1642.2,67.4,0.9517,0
781.9,13.36,0.3,88,5.51,18.29,0.024,56.4,2.769,2.0,13.515,0.961,15.501,14.6211,299.52,226.78,14.436,256.15,227.04,1531.3,60.1,0.0418,3.333,0.07110617305910669,1.9859999999999989,2.5770454252608475,0.06365640680987562,2.51218,0.061723387690995786,36.99384,10446.184,0.14970058759726143,1.274537159458434,0.06869192106108084,0.1395015498648944,2.7486225644672007,0.059893425325420226,2.736702443675372,5.70551430750096,1.4662601427577724,1.2562369273068683,0,1,0,22.0,5281.4,54.7,0.9728,1
699.5,23.65,1.12,83,3.25,15.55,0.057,25.9,1.182,2.06,24.121,1.348,26.959,7.0647,1907.22,86.58,10.008,104.84,88.61,616.46,32.8,0.0821,0.0,0.0558849112439405,2.838000000000001,1.0431325175526203,0.11559251425742072,2.69288,1.6180437347259815,27.954299999999996,16543.175,0.08710359039731119,0.7144841779279881,0.054379193780261285,0.08351690295192964,2.087496513117184,0.9624273727438895,2.398622281190988,7.553926149344467,0.0,1.3064066414350954,1,0,0,82.0,367.7,58.1,0.7872,0
327.4,22.32,0.5,95,3.25,16.62,0.079,41.9,1.438,4.03,22.114,1.434,25.628,14.5067,890.64,49.31,1.578,58.42,48.88,858.55,52.6,0.1119,0.0,0.06484579610898995,3.5139999999999993,0.5190526261152355,0.03200162173997928,5.88594,0.34533381533565827,32.09616,7307.567999999999,0.1805555474661493,0.4180868682506565,0.06282999629203405,0.16598513062205816,2.741272188593113,0.29664217210043714,0.9470139045169956,6.793062463672731,0.0,1.9294816515469737,1,0,0,42.68,1931.5,61.4,0.9461,0
309.1,5.9,0.5,67,3.04,20.08,0.031,64.6,2.902,5.17,6.255,1.16,9.484,4.1766,180.61,93.92,5.385,111.01,92.56,1221.46,76.8,0.179,4.378,0.18545160904051014,3.229,1.4017910238538653,0.05733603005391791,13.7472,0.2155099834444668,17.1218,1823.6900000000003,0.876271037920163,0.8762147189795163,0.17012380666068902,0.6292863166515933,1.6441484701094955,0.19516372818701325,1.8539514894845026,5.201861530730407,1.682316557846673,2.6910532342572626,0,1,0,22.0,1380.3,56.0,0.9621,0
310.0,5.53,0.3,118,6.35,27.04,0.068,45.0,1.897,1.56,6.935,1.177,10.905,7.4671,208.99,61.58,6.952,66.34,61.0,1406.11,53.9,0.0748,0.0,0.16971879311913582,3.9699999999999998,0.5218644023570813,0.11289379485394943,4.03172,0.04857736830070082,10.49041,1714.3000000000002,0.28209759817403285,0.41993616372097037,0.1567633721600903,0.24849748522169623,2.1361880651490357,0.04743435814701618,2.073423469354273,5.347059910536027,0.0,1.615761873970788,1,0,0,22.0,7072.2,57.8,0.9032,0
382.5,12.53,0.5,45,5.58,23.58,0.074,74.9,4.272,7.58,12.477,1.364,14.596,8.5033,239.91,171.13,10.077,216.58,169.57,1207.81,84.5,0.2102,4.478,0.10932114215587545,2.1189999999999998,3.802888804380249,0.05888505779883681,17.7619,0.0671528425391518,53.52816,4792.724999999999,0.604948076221223,1.5692175711301302,0.10374824458732476,0.47309140479463024,2.251639106709106,0.06499420717737023,2.4048708865347956,5.484423419759683,1.7007400708408864,2.931828217767372,0,0,1,22.0,950.6,49.7,0.9216,0
514.9,21.21,1.12,100,4.24,22.69,0.077,51.6,3.829,6.29,21.408,1.108,24.668,6.3531,2038.18,206.46,10.881,230.02,207.37,2406.04,56.2,0.0456,2.21,0.051756350347704115,3.259999999999998,2.0645999793540004,0.05270270244743436,2.56272,1.0240603934959662,81.21309000000001,10921.029,0.2965582132692969,1.1199170484250076,0.05046148135731456,0.2597132253119994,1.9951219930128086,0.7051055896638322,2.4749404854761505,7.620303045246057,1.1662709371419244,1.2705242980740103,1,0,0,82.0,444.3,53.8,0.9196,0
459.2,24.75,0.5,59,4.04,19.4,0.078,39.0,4.439,5.11,24.376,1.757,25.729,16.2155,607.74,213.45,16.666,236.74,214.38,1645.65,44.8,0.0956,0.0,0.07207909123403793,1.352999999999998,3.617796548850906,0.0780791750851292,4.28288,0.14780829287414604,109.86525,11365.199999999999,0.20646463812264088,1.5299176538446337,0.06959983906329305,0.18769429618192307,2.845810140806696,0.1378542916827055,2.8716418883229404,6.411391247157151,0.0,1.6644714035573664,1,0,0,22.0,1251.8,54.2,1.0,0
374.7,8.01,1.12,117,4.22,28.98,0.051,33.7,1.761,6.8,8.099,1.536,10.754,2.5416,900.37,69.1,7.196,81.11,69.08,1294.41,37.8,0.0348,0.0,0.1896530201687838,2.6549999999999994,0.5905982855504419,0.10413892758120222,1.3154399999999997,0.9425425234338056,14.105609999999999,3001.3469999999998,0.8489387204820574,0.4641102256768955,0.17366168491571748,0.6146118098774446,1.2645786024357941,0.6639976941056733,2.103646230376653,6.80391582814069,0.0,0.839599734272989,0,1,0,80.77,484.4,65.5,0.948,0
567.1,16.88,0.3,41,5.71,20.96,0.079,40.6,4.388,1.56,17.113,1.549,21.113,19.2069,180.26,260.59,10.237,291.43,251.08,1130.39,45.8,0.1248,0.0,0.09051597671267593,4.0,6.355853503515768,0.03928393246370186,5.715839999999999,0.024215244437919777,74.06944,9572.648,0.09241705613643032,1.9954963913066468,0.08665095736623275,0.08839272394886576,3.006024130238988,0.023926704174871725,2.419211904925765,5.199932464626635,0.0,1.9044689152269192,0,0,1,22.0,2654.4,54.5,1.0,0
283.7,12.62,0.71,112,5.31,16.31,0.065,41.7,2.396,4.34,12.715,0.814,16.489,5.9656,859.78,71.17,8.175,87.19,71.14,1685.8,46.7,0.0436,0.0,0.06401887030917261,3.774000000000001,0.6354464228977998,0.11486581263361231,2.03612,0.5120072543952674,30.237519999999996,3580.2939999999994,0.3438985464422705,0.491915808607869,0.062053126015166674,0.29557475297365277,1.9409837485322687,0.4134380756262993,2.216482393940634,6.757838954936858,0.0,1.1105803844439635,0,1,0,47.66,1211.8,66.5,0.8693,0
375.3,24.4,0.5,76,3.65,24.26,0.03,25.6,2.086,5.41,23.888,1.168,28.851,15.7714,773.96,81.97,8.325,95.21,79.26,996.02,34.4,0.1137,0.0,0.04889484055195743,4.962999999999997,1.0785526173874656,0.10156154566839641,3.9112799999999996,0.16852324629333215,50.898399999999995,9157.32,0.22172130238847124,0.731671794467096,0.04773707706013558,0.20026076795300765,2.8196750547597187,0.1557407689309671,2.2326989655298792,6.65281141511813,0.0,1.5915346002964115,1,0,0,22.0,1677.7,57.7,0.9513,0
419.8,21.84,0.71,59,3.61,16.71,0.049,41.6,0.986,6.8,21.946,1.08,24.057,9.9483,782.21,43.36,2.008,51.37,41.74,365.63,50.9,0.1552,0.0,0.04921169920661172,2.110999999999997,0.7349152417810976,0.04630996203159682,7.89968,0.38723529209731056,21.53424,9168.432,0.3113552970991164,0.5509585602061573,0.0480391195456422,0.2710611803443963,2.3931841930682514,0.3273127679671368,1.1012754060875933,6.6634008592655345,0.0,2.1860153210355158,1,0,0,39.52,607.5,60.6,0.9542,1
473.6,21.77,1.12,65,3.34,20.18,0.063,46.6,0.995,6.48,22.498,0.798,25.49,6.5585,1390.22,49.36,4.644,59.79,51.5,406.46,60.9,0.2164,0.348,0.035469817962938126,2.9919999999999973,0.7593846037017753,0.09408427686214998,13.17876,0.9501050975452848,21.66115,10310.272,0.29765731292341235,0.5649640909181748,0.034855254121070135,0.26056057180945175,2.0226727578066255,0.6678832673003777,1.7305930339905675,7.2379363390149445,0.2986220124901153,2.6517450701716565,0,1,0,82.0,279.0,44.8,0.9457,1
671.1,14.37,0.5,68,5.31,22.61,0.035,60.3,3.36,2.94,14.598,1.344,16.916,9.6087,420.3,236.17,15.267,262.39,238.64,1435.77,64.8,0.0658,3.469,0.09206740018719002,2.3179999999999996,3.4730881842192916,0.0646441120182745,4.26384,0.1112099679786593,48.283199999999994,9643.707,0.20459288764141353,1.4980790390382444,0.08807259720114347,0.18614165727783777,2.3616744192000336,0.1054494828809189,2.7891385157843165,6.043345168984971,1.4971646699513144,1.6608607984242965,0,1,0,22.0,1503.7,50.4,0.9254,1
319.8,13.3,1.0,40,5.68,28.11,0.058,56.8,2.494,7.59,13.777,0.985,16.54,4.6139,468.64,83.53,5.531,91.61,84.87,626.9,67.1,0.2522,1.574,0.07149596635726455,2.763,2.0882499477937513,0.06621573008241673,16.92262,0.1967617554973681,33.1702,4253.34,0.5706766488213046,1.127604570529986,0.0690557714421547,0.45150651302259226,1.7252456651697154,0.1796193720936,1.8765600709205201,6.151966443762011,0.945461109173935,2.8860636022169657,0,1,0,22.0,210.0,60.1,0.9354,0
508.5,10.47,0.71,74,3.93,22.4,0.06,59.6,1.638,1.87,10.35,1.462,14.777,4.79,457.58,87.24,8.767,114.64,86.38,761.66,72.2,0.1683,3.593,0.1412560249994179,4.427,1.1789189029875824,0.10049289201635841,12.15126,0.3328110404815219,17.14986,5323.995,0.17860552257826912,0.7788288377332169,0.1321294322116099,0.16433197912109096,1.7561322915849038,0.287290276070743,2.2790093564653398,6.128134758482847,1.5245334053436563,2.5765175715240654,0,0,1,26.36,820.1,51.1,0.9716,0
555.4,6.13,0.5,109,3.07,25.53,0.03,22.4,3.072,7.13,6.502,0.772,10.239,4.4726,304.57,178.67,20.842,210.85,185.98,2103.7,31.7,0.0844,0.0,0.1187326793705507,3.737000000000001,1.6391742968883092,0.1166508081006839,2.67548,0.27306572556926373,18.83136,3404.602,1.163131947286795,0.9704661019064493,0.11219650836019665,0.7715571470922512,1.6997538234320306,0.2414279486975017,3.0838347217755366,5.72217888493435,0.0,1.3016837363806613,1,0,0,26.12,2361.4,76.5,0.8412,0
227.9,22.29,0.71,98,3.29,29.89,0.054,33.5,1.736,7.8,22.434,1.888,26.964,10.4098,1327.7,41.42,1.715,48.61,41.99,1068.68,38.9,0.0537,0.0,0.08415797075162829,4.529999999999998,0.4226530569117035,0.04140511730069731,2.08893,0.3945579850939776,38.69544,5079.891,0.34993268954990175,0.3525234783561712,0.08080362187561779,0.3000547316146419,2.4344726352365726,0.3325775085002247,0.9987919533858988,7.191956299597262,0.0,1.1278247526243212,0,1,0,36.22,1057.5,49.1,1.0,0
564.5,21.26,0.5,108,6.39,16.97,0.066,57.1,2.937,2.24,20.783,0.841,22.597,13.8436,956.37,173.64,11.783,184.18,178.31,1993.16,62.5,0.0497,4.345,0.04046576334187733,1.814,1.6077777628909466,0.06785878790682569,3.10625,0.1955559079787787,62.44062,12001.27,0.10536217754646389,0.9584984268180856,0.039668462265874706,0.10017304375281447,2.697568795920698,0.1786112721751644,2.5481161631858846,6.864189941602201,1.6761615444770086,1.4125102032507837,1,0,0,22.0,2320.5,49.9,0.996,0
302.3,24.99,0.3,72,4.03,19.12,0.05,47.7,2.129,6.05,25.154,1.288,29.647,28.1853,458.66,67.4,4.94,80.84,66.52,963.17,50.2,0.0344,0.636,0.051204577752859276,4.4929999999999986,0.9361110981095682,0.07329376745854944,1.7268800000000002,0.06604986701160748,53.203709999999994,7554.477,0.24209682904774593,0.6606813725950805,0.04993672352645458,0.21680094266864572,3.373665157855964,0.06396010421013067,1.7817091333745536,6.130487085756784,0.4922542381805553,1.0031580984947897,0,0,1,22.0,4729.4,41.3,0.9661,0
239.0,24.93,0.71,90,5.69,20.92,0.021,22.3,3.847,1.28,24.437,1.517,25.676,11.5411,1329.78,96.3,6.15,117.12,100.73,2175.51,28.3,0.0656,0.0,0.062077993940418456,1.2389999999999972,1.0699999881111113,0.06386292768574323,1.8564800000000001,0.29934715709886245,95.90571,5958.2699999999995,0.05134376047558121,0.7275486015338531,0.0602273607449796,0.05006911784091063,2.5290112506559077,0.2618619514824158,1.9671123567059163,7.193520515477139,0.0,1.0495900975825148,0,0,1,40.32,982.1,65.3,1.0,0
769.3,16.11,1.0,117,5.19,21.33,0.021,64.6,3.837,3.84,15.792,0.972,20.347,5.2521,1575.0,309.09,19.376,376.36,319.0,2820.39,76.3,0.099,7.659,0.06155014807813146,4.5550000000000015,2.6417948492154286,0.06268724299496185,7.5537,0.8300753666118902,61.81407,12393.422999999999,0.23836125149837048,1.2924766505633039,0.05973024370013237,0.21378893419905695,1.8329174073129513,0.604357149946218,3.0143577376771558,7.362645270417825,2.158599242465664,2.146363937878037,0,0,1,73.55,616.7,47.0,0.8915,0
779.4,20.38,1.0,51,4.34,21.17,0.041,63.0,2.566,4.61,20.474,1.541,22.791,6.7044,884.92,209.44,7.269,264.34,216.86,822.32,65.6,0.0503,3.053,0.07526618759078892,2.317,4.106666586143793,0.03470683711465414,3.2996799999999995,0.4359628321238322,52.29507999999999,15884.171999999999,0.2262021478801694,1.6305468598761486,0.07256824729127878,0.20392170800057563,2.0417915942279303,0.3618355873689414,2.11251358274003,6.786626653074657,1.3994573476461716,1.4585406013256637,0,0,1,39.26,289.9,40.3,0.9347,0
685.0,23.9,1.12,59,3.72,28.61,0.076,51.1,2.098,5.06,24.044,0.708,26.302,7.0293,1352.04,150.51,13.801,166.05,145.57,777.76,55.9,0.0808,1.193,0.029446014413324968,2.257999999999999,2.5510169059149677,0.09169490338386219,4.516719999999999,0.5461565375632181,50.142199999999995,16371.499999999998,0.21171547231316015,1.267234014838091,0.029020807464152868,0.1920371012694335,2.083097351058003,0.4357721983145075,2.6946947460550517,7.2101091916657865,0.7852704694357512,1.7077834807819465,1,0,0,58.54,246.2,52.8,0.9627,0
382.8,21.99,0.5,92,3.42,25.71,0.034,25.5,2.141,7.55,21.398,1.781,24.447,14.0954,836.68,85.84,5.945,96.62,83.87,1237.88,36.7,0.1202,0.0,0.08323207387456426,3.0489999999999995,0.9330434681190928,0.0692567559499446,4.41134,0.20544213975378967,47.080589999999994,8417.771999999999,0.34333786524157045,0.6590956873603676,0.07994923303528556,0.2951574609137519,2.71439006164839,0.18684642060108736,1.9380219762063071,6.730636165979207,0.0,1.6884967516523748,0,0,1,22.0,2042.4,62.3,1.0,0
258.6,9.95,0.71,82,5.15,24.12,0.058,62.6,3.781,5.71,10.474,1.206,15.237,4.8091,515.24,102.4,4.867,132.42,100.2,1948.12,74.8,0.1467,4.818,0.11514224602422704,4.763,1.248780472575848,0.047529296410846716,10.97316,0.26135805841723053,37.62095,2573.07,0.573869289058363,0.8103880570861121,0.108981971684716,0.4535371027466065,1.759425653529121,0.23218896466864075,1.7693434299437227,6.2465717736275845,1.7609565600730097,2.4826674780464026,0,0,1,22.0,825.1,45.5,0.9463,1
610.5,14.01,1.12,89,5.71,19.64,0.033,52.9,2.014,4.37,14.297,0.961,15.488,4.4062,1212.33,128.78,13.322,171.82,125.83,1126.38,60.9,0.088,2.355,0.06721689394859803,1.190999999999999,1.4469662758767834,0.10344773952905932,5.3591999999999995,0.7818768196795894,28.216139999999996,8553.105,0.31192003483797043,0.8948490025416099,0.06505422621565633,0.2714917396080031,1.687546443100371,0.5776672019004628,2.661796816584748,7.1011239247061555,1.210451770423645,1.8499025832767657,0,1,0,69.69,369.8,60.9,0.9772,0
464.1,7.58,0.71,68,5.25,27.36,0.039,63.4,1.574,6.67,7.231,1.08,9.64,3.3504,298.41,76.47,7.818,83.41,79.19,672.3,74.5,0.1605,4.181,0.14935691476187046,2.4090000000000007,1.1245588069917822,0.10223616971052478,11.95725,0.18743042589834327,11.93092,3517.878,0.8799471134634415,0.7535641605811533,0.1392025814070823,0.6312436453097028,1.4702677948960694,0.1717916664930887,2.176795086935746,5.701813871561357,1.6449980878326513,2.5616554770503326,0,0,1,22.0,767.8,56.8,0.8972,0
273.2,24.08,0.5,96,4.86,29.33,0.071,61.8,1.113,7.65,23.312,1.524,27.739,15.2715,949.94,31.85,2.35,38.2,30.36,671.55,68.9,0.0726,5.39,0.06537405347571836,4.427,0.3317708298773872,0.07378335718105629,5.002140000000001,0.13223693902717495,26.801039999999997,6578.655999999999,0.3176910167071837,0.2865095076743588,0.06332596141756777,0.27588097514216064,2.7894151112038155,0.12419526797336704,1.208960345836975,6.8574509690723895,1.8547342683894434,1.7921160723042862,0,1,0,22.0,2176.0,48.9,0.9863,1
497.1,17.12,1.0,78,3.15,27.32,0.064,64.6,2.527,1.15,17.051,0.966,19.635,6.0373,1132.82,131.54,7.479,146.56,125.96,1238.34,68.6,0.0516,5.085,0.05665356538305288,2.584000000000003,1.6864102347896124,0.05685722930776016,3.53976,0.7118577707260592,43.262240000000006,8510.352,0.06717289327261136,0.9882058171870729,0.055106900453098,0.06501299599964204,1.9512245738790277,0.5375791964214668,2.137592518321866,7.033347741530002,1.8058267264394905,1.5128741472198124,0,0,1,67.06,432.3,56.6,1.0,0
220.6,9.57,0.3,95,6.39,15.02,0.026,49.5,2.584,7.88,9.35,0.9,11.147,10.4528,223.17,59.7,5.219,63.76,58.35,1542.33,56.6,0.0747,1.411,0.09625667419714716,1.7970000000000006,0.6284210460166206,0.0874204340465589,4.22802,0.06996570276754084,24.72888,2111.142,0.823406392538517,0.487610861916288,0.09190135289292649,0.6007063959969594,2.4382342415895697,0.06762659447181119,1.8276091221217523,5.412404692585804,0.880041599199034,1.6540326213093635,0,0,1,22.0,5782.9,63.7,0.9997,0
745.6,18.43,1.0,82,5.8,24.55,0.046,29.4,3.911,1.6,18.491,1.111,21.19,5.8821,1285.8,305.39,17.082,350.48,296.23,2015.22,39.0,0.1149,0.0,0.060083280510341217,2.6990000000000016,3.7242682472650213,0.05593503370793074,4.4811,0.4522975556309657,72.07973,13741.408,0.08681497087276338,1.5527126806486728,0.05834747155697828,0.08325137366174779,1.9289238379294116,0.3731468235282051,2.8949169683151745,7.159913795364871,0.0,1.7013058107433752,0,1,0,41.14,445.9,64.4,0.961,1
355.3,17.36,1.12,89,4.02,15.77,0.022,57.6,1.619,6.7,17.181,0.729,19.723,5.025,1455.99,60.22,3.086,65.82,58.6,905.12,71.9,0.1592,3.729,0.042430589463326375,2.541999999999998,0.6766292058805707,0.05124543255985665,11.446480000000001,1.3831146457887786,28.10584,6168.008,0.3859446782289932,0.5167853527767879,0.041555091623689984,0.3263819852734026,1.7959174793767188,0.8684083068161732,1.4075664963954304,7.28412794275367,1.5537137636617389,2.521437852011099,0,0,1,82.0,367.4,44.6,1.0,0
597.5,12.16,0.3,62,6.43,18.86,0.049,54.9,2.21,2.96,11.16,1.928,15.821,12.4217,176.48,138.26,13.238,174.62,142.38,860.79,57.8,0.0459,2.043,0.17275984115055187,4.661,2.2299999640322588,0.09574714237127772,2.65302,0.03613860759743279,26.8736,7265.6,0.24342103261340192,1.1724821260990415,0.1593598097073607,0.21786647811409124,2.596872800122819,0.03550092600527112,2.6559144466816815,5.178857926510709,1.112843870914834,1.2955542227502521,1,0,0,22.0,3682.5,61.4,0.9556,1
387.0,7.27,1.12,83,5.11,15.89,0.06,61.3,3.791,1.93,7.077,0.973,11.125,2.4472,557.76,153.65,5.167,185.94,154.62,1977.08,69.9,0.1023,4.521,0.13748761657656966,4.048,1.8512047969734362,0.03362837596076553,7.1507700000000005,1.007068974132201,27.56057,2813.49,0.26547451644091935,1.0477416407331162,0.12882198525761715,0.23544716365364052,1.2375623073194912,0.696675436006039,1.8192124960093556,6.32572004285935,1.7085590033019076,2.098112401317564,1,0,0,82.0,364.1,62.9,0.9722,0
512.0,18.43,0.5,77,5.04,24.06,0.027,31.0,3.847,4.08,18.279,1.533,21.299,11.9641,599.79,206.3,7.949,225.52,196.11,1861.4,37.3,0.0805,0.0,0.08386672772762581,3.0199999999999996,2.679220744425705,0.03853126496106997,3.00265,0.1246793278107769,70.90021,9436.16,0.2213781757255466,1.3027009755256012,0.08053495055839645,0.19997987340224982,2.5621839989181714,0.11749795307823044,2.191541794200721,6.39824545583737,0.0,1.3869566417636425,0,0,1,22.0,1766.9,66.9,1.0,1
528.0,15.41,0.3,62,5.62,25.3,0.037,32.3,2.223,5.51,15.723,1.284,20.676,17.6652,249.64,122.92,3.763,129.41,122.05,866.01,40.9,0.1366,0.0,0.08166379942353244,4.952999999999998,1.9825806131841837,0.030613406844993436,5.586939999999999,0.03082245594457475,34.25643,8136.4800000000005,0.35756000275405564,1.0927889033536449,0.07850041072036172,0.3056889727729193,2.9266608275515718,0.03035698452635747,1.5608777218187233,5.524017646643936,0.0,1.8850889007663032,1,0,0,22.0,3843.8,60.1,1.0,0
